brand,model,color,year,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,price_in_euro
alfa-romeo,Alfa Romeo GT,grey,2005,241.0,Manual,Petrol,12.4,139.0,143800.0,17980.0
audi,A4,blue,2016,150.0,Manual,Petrol,5.5,131.0,41052.0,18999.0
mazda,3,grey,2019,122.0,Manual,Petrol,5.0,117.0,32000.0,19000.0
bmw,320,brown,2015,184.0,Automatic,Diesel,4.7,139.0,150000.0,19500.0
hyundai,KONA,black,2018,120.0,Manual,Petrol,5.4,125.0,35900.0,16995.0
audi,A3,silver,2019,116.0,Manual,Diesel,4.4,117.0,60000.0,19490.0
jaguar,E-Pace,white,2019,150.0,Manual,Diesel,5.4,100.0,33200.0,50970.0
citroen,C4,black,2021,131.0,Automatic,Diesel,3.8,100.0,36365.0,22950.0
land-rover,Land Rover Discovery Sport,white,2023,204.0,Automatic,Diesel,5.3,140.0,3697.0,57890.0
kia,Optima,black,2016,245.0,Automatic,Petrol,9.2,212.0,52100.0,23498.0
kia,Ceed SW / cee'd SW,black,2018,140.0,Automatic,Petrol,5.9,139.0,22379.0,24990.0
audi,A6,black,2018,204.0,Automatic,Diesel,5.9,155.0,71090.0,25850.0
ford,Grand C-Max,silver,2012,140.0,Manual,Diesel,5.8,139.0,113960.0,5950.0
audi,A1,white,2022,110.0,Manual,Petrol,4.8,110.0,13200.0,23791.0
bmw,535,black,2006,272.0,Automatic,Diesel,8.0,211.0,254000.0,8999.0
ford,Fiesta,white,2016,95.0,Manual,Diesel,3.6,94.0,141414.0,8340.0
honda,Civic,blue,2021,126.0,Automatic,Petrol,4.7,107.0,34000.0,23950.0
jaguar,F-Pace,black,2020,179.0,Automatic,Diesel,5.7,151.0,43779.0,40180.0
bmw,i3,grey,2014,170.0,Automatic,Electric,5.8,0.0,47000.0,16299.0
citroen,C2,black,2005,73.0,Unknown,Petrol,6.1,145.0,150000.0,2000.0
bmw,740,black,2021,340.0,Automatic,Diesel,5.2,136.0,96154.0,64490.0
ford,S-Max,grey,2018,179.0,Automatic,Diesel,5.2,134.0,67643.0,25289.0
audi,A3,white,2014,122.0,Manual,Petrol,5.3,126.0,185541.0,10999.0
jeep,Renegade,grey,2023,120.0,Manual,Petrol,6.5,143.0,99.0,26990.0
ford,Fiesta,silver,2020,101.0,Automatic,Petrol,5.8,139.0,28730.0,16940.0
mazda,CX-5,white,2015,175.0,Automatic,Diesel,5.5,144.0,14000.0,16000.0
ford,B-Max,red,2017,125.0,Manual,Petrol,4.9,114.0,53114.0,13110.0
audi,A3,silver,2004,150.0,Automatic,Petrol,8.2,197.0,178501.0,3950.0
citroen,Berlingo,white,2019,75.0,Manual,Diesel,4.4,114.0,74680.0,13750.0
infiniti,QX70,black,2018,320.0,Automatic,Petrol,12.1,139.0,39800.0,33690.0
audi,A3,black,2014,110.0,Manual,Diesel,3.8,101.0,136000.0,12950.0
maserati,GranTurismo,white,2020,460.0,Automatic,Petrol,14.3,139.0,1977.0,145899.0
audi,A7,grey,2016,272.0,Automatic,Diesel,5.2,139.0,118200.0,34100.0
audi,A3,silver,2005,150.0,Automatic,Petrol,7.6,139.0,157000.0,9200.0
fiat,500,black,2017,95.0,Manual,Diesel,3.4,139.0,69050.0,10900.0
bmw,218,black,2015,150.0,Automatic,Diesel,5.5,139.0,160000.0,12500.0
aston-martin,Aston Martin DB9,silver,2008,455.0,Automatic,Petrol,16.5,139.0,59850.0,69889.0
audi,A3,black,2014,150.0,Automatic,Petrol,4.7,109.0,182000.0,13400.0
bmw,116,black,2008,122.0,Manual,Petrol,6.4,152.0,169500.0,3150.0
citroen,C3 Aircross,blue,2018,110.0,Manual,Petrol,5.0,115.0,77700.0,14900.0
bmw,220,white,2015,190.0,Automatic,Diesel,4.1,139.0,98000.0,21000.0
land-rover,Land Rover Range Rover Velar,black,2017,300.0,Automatic,Diesel,6.4,167.0,156806.0,41990.0
bentley,Continental GT,silver,2022,549.0,Automatic,Petrol,11.3,139.0,6585.0,246900.0
hyundai,KONA,grey,2019,105.0,Automatic,Hybrid,4.3,99.0,42200.0,24300.0
ford,Fiesta,grey,2015,101.0,Manual,Petrol,4.3,99.0,39990.0,11600.0
audi,A3,blue,2019,116.0,Manual,Diesel,5.7,150.0,53238.0,19480.0
bmw,530,blue,2016,258.0,Automatic,Diesel,5.3,140.0,95000.0,26890.0
bmw,530,black,2011,258.0,Automatic,Diesel,6.5,139.0,212226.0,16500.0
audi,A5,grey,2015,245.0,Automatic,Diesel,5.9,156.0,73447.0,26380.0
kia,Picanto,black,2010,65.0,Manual,Petrol,5.0,119.0,318000.0,1299.0
audi,A7,black,2013,313.0,Automatic,Diesel,6.4,170.0,59990.0,42500.0
dacia,Dokker,white,2019,109.0,Manual,LPG,6.3,179.0,65000.0,14499.0
ford,C-Max,white,2014,150.0,Manual,Petrol,6.4,149.0,81185.0,12010.0
ford,EcoSport,silver,2023,125.0,Manual,Petrol,5.0,114.0,12.0,21990.0
ford,Kuga,white,2013,163.0,Automatic,Diesel,6.2,162.0,123236.0,13440.0
dacia,Dokker,white,2018,102.0,Manual,Petrol,6.8,156.0,73902.0,10390.0
maserati,Levante,white,2020,349.0,Automatic,Petrol,11.6,139.0,69500.0,56900.0
fiat,Doblo,white,2018,95.0,Manual,Diesel,5.0,133.0,60437.0,13990.0
hyundai,i30,white,2023,159.0,Manual,Hybrid,5.4,124.0,10.0,23900.0
lamborghini,Urus,black,2022,650.0,Automatic,Petrol,12.7,139.0,4452.0,359900.0
audi,A4,black,2010,160.0,Manual,Petrol,7.2,171.0,129250.0,16990.0
dacia,Logan,grey,2018,90.0,Manual,Diesel,3.9,90.0,75750.0,10990.0
hyundai,SANTA FE,grey,2022,193.0,Automatic,Diesel,7.0,179.0,100.0,50990.0
hyundai,i30,red,2018,275.0,Manual,Petrol,8.3,188.0,51000.0,26000.0
audi,e-tron,blue,2020,503.0,Automatic,Electric,5.8,0.0,16800.0,69900.0
bmw,X1,silver,2018,150.0,Automatic,Diesel,4.6,121.0,33470.0,27970.0
chevrolet,Camaro,black,2017,340.0,Manual,Petrol,5.8,139.0,42000.0,24990.0
land-rover,Land Rover Range Rover,blue,2019,340.0,Automatic,Diesel,9.2,243.0,88000.0,99999.0
ford,S-Max,black,2016,179.0,Automatic,Diesel,5.0,139.0,192250.0,13990.0
hyundai,i20,grey,2019,101.0,Manual,Petrol,5.1,117.0,54179.0,14777.0
hyundai,i10,silver,2022,67.0,Manual,Petrol,4.8,109.0,6139.0,14990.0
audi,Q2,black,2017,116.0,Manual,Petrol,5.1,139.0,41500.0,17950.0
bmw,225,blue,2019,224.0,Automatic,Hybrid,2.1,120.0,50500.0,23500.0
bmw,i3,black,2016,170.0,Automatic,Hybrid,5.8,139.0,33850.0,21900.0
jaguar,XKR,black,2007,416.0,Automatic,Petrol,12.3,139.0,107000.0,28500.0
ford,Grand C-Max,grey,2016,125.0,Manual,Petrol,5.2,139.0,124500.0,9250.0
bmw,i8,grey,2019,374.0,Automatic,Hybrid,1.8,139.0,7161.0,93990.0
bmw,X1,grey,2017,190.0,Automatic,Diesel,6.2,161.0,160000.0,18800.0
ford,Fiesta,white,2023,125.0,Automatic,Petrol,5.3,119.0,50.0,24279.0
bmw,318,silver,1999,118.0,Manual,Petrol,5.8,139.0,193000.0,3490.0
bmw,118,blue,2015,170.0,Automatic,Petrol,7.5,139.0,87301.0,16500.0
ford,Fiesta,blue,2020,125.0,Manual,Petrol,4.3,98.0,22750.0,17990.0
fiat,Doblo,white,2012,101.0,Manual,Diesel,5.4,144.0,95000.0,7500.0
bmw,525,silver,2014,218.0,Automatic,Diesel,4.9,130.0,166000.0,18790.0
ford,Ranger,grey,2018,200.0,Automatic,Diesel,8.8,231.0,45000.0,35995.0
jeep,Compass,white,2022,241.0,Automatic,Hybrid,2.0,120.0,10.0,41890.0
mazda,3,grey,2011,105.0,Manual,Petrol,6.5,154.0,148875.0,12950.0
bmw,530,grey,2021,286.0,Automatic,Diesel,5.1,133.0,77567.0,42480.0
bmw,116,blue,2014,116.0,Automatic,Diesel,4.3,114.0,76000.0,13800.0
fiat,500C,red,2014,69.0,Manual,Petrol,5.1,121.0,82008.0,8400.0
bmw,430,white,2015,258.0,Automatic,Diesel,5.2,137.0,190000.0,21000.0
hyundai,i20,grey,2011,101.0,Automatic,Petrol,6.1,140.0,100000.0,7980.0
audi,A3,grey,2015,150.0,Automatic,Diesel,4.4,121.0,114000.0,17900.0
bmw,118,white,2018,136.0,Manual,Petrol,5.9,134.0,40570.0,17990.0
land-rover,Land Rover Range Rover Velar,black,2019,300.0,Automatic,Diesel,6.6,173.0,31065.0,64950.0
audi,A3,white,2018,190.0,Automatic,Petrol,5.8,133.0,70883.0,21490.0
audi,A6,black,2012,313.0,Automatic,Diesel,6.4,170.0,155000.0,24549.0
citroen,Jumpy,white,2021,150.0,Manual,Diesel,5.8,139.0,28900.0,26450.0
ford,Edge,white,2017,209.0,Automatic,Diesel,5.9,156.0,39900.0,33990.0
ford,Fiesta,white,2020,95.0,Manual,Petrol,5.8,139.0,18159.0,14840.0
audi,A6,black,2015,272.0,Automatic,Diesel,5.1,139.0,182000.0,22500.0
ford,Ka/Ka+,black,2014,69.0,Manual,Petrol,4.9,116.0,41930.0,6390.0
bmw,X5,grey,2016,313.0,Automatic,Diesel,6.9,183.0,159500.0,33900.0
audi,TT,orange,2021,245.0,Automatic,Petrol,6.4,147.0,8700.0,41990.0
audi,A6,white,2014,190.0,Automatic,Diesel,4.6,119.0,129020.0,21490.0
bentley,Continental GT,black,2019,635.0,Automatic,Petrol,12.1,139.0,29945.0,198999.0
maserati,3200,grey,2000,368.0,Automatic,Petrol,18.1,139.0,103000.0,26900.0
bentley,Bentayga,blue,2016,608.0,Automatic,Petrol,13.1,139.0,55000.0,149999.0
hyundai,i10,white,2016,87.0,Manual,Petrol,4.9,114.0,70250.0,8990.0
bmw,218,grey,2017,136.0,Automatic,Petrol,5.3,124.0,64000.0,19990.0
land-rover,Land Rover Range Rover Velar,grey,2021,250.0,Automatic,Petrol,7.7,174.0,49999.0,61240.0
audi,SQ5,white,2018,354.0,Automatic,Petrol,8.3,189.0,102000.0,40000.0
ferrari,599,grey,2006,620.0,Automatic,Petrol,5.8,139.0,32000.0,129700.0
maserati,Ghibli,grey,2017,409.0,Automatic,Petrol,9.6,223.0,97437.0,36900.0
dacia,Sandero,white,2023,91.0,Manual,LPG,4.9,113.0,10.0,16945.0
land-rover,Land Rover Range Rover Sport,black,2019,525.0,Automatic,Petrol,12.8,139.0,50000.0,84950.0
ford,C-Max,grey,2017,120.0,Manual,Diesel,4.7,151.0,75342.0,13549.0
fiat,Tipo,grey,2020,120.0,Automatic,Diesel,4.7,125.0,30120.0,21990.0
audi,Q7,grey,2010,239.0,Automatic,Diesel,8.9,236.0,297000.0,9900.0
kia,Sportage,blue,2023,179.0,Automatic,Petrol,6.0,137.0,9.0,43870.0
bmw,X2 M,grey,2019,231.0,Automatic,Diesel,4.9,129.0,39731.0,32640.0
hyundai,TUCSON,white,2019,185.0,Automatic,Diesel Hybrid,5.7,149.0,52146.0,31970.0
audi,Q2,yellow,2018,190.0,Automatic,Petrol,6.4,146.0,104500.0,25980.0
audi,A4,black,2016,272.0,Automatic,Diesel,5.3,139.0,185000.0,23700.0
ford,EcoSport,beige,2019,125.0,Manual,Petrol,5.3,119.0,22000.0,19900.0
audi,A4,white,2014,150.0,Automatic,Diesel,4.7,129.0,262298.0,9990.0
citroen,C5,white,2010,241.0,Automatic,Diesel,7.2,189.0,219000.0,4300.0
ford,Tourneo Connect,white,2017,120.0,Manual,Diesel,5.0,129.0,92000.0,15000.0
audi,Q3,white,2015,150.0,Manual,Diesel,4.5,117.0,99800.0,16500.0
bmw,218,white,2019,140.0,Manual,Petrol,6.9,157.0,37000.0,21820.0
citroen,C3 Aircross,black,2021,120.0,Automatic,Diesel,4.8,133.0,49000.0,17900.0
citroen,C3 Aircross,blue,2022,110.0,Manual,Petrol,4.8,110.0,2.0,20450.0
bmw,218,brown,2015,136.0,Manual,Petrol,5.8,139.0,69000.0,15800.0
ford,Mondeo,blue,2019,150.0,Manual,Diesel,4.6,119.0,149950.0,13779.0
audi,A4,grey,2019,231.0,Automatic,Diesel,5.4,143.0,136000.0,25999.0
audi,R8,white,2017,610.0,Automatic,Petrol,12.3,139.0,149898.0,93998.0
audi,Q2,grey,2017,150.0,Automatic,Petrol,5.2,119.0,57985.0,31990.0
ford,Fiesta,red,2013,80.0,Manual,Petrol,4.6,139.0,128180.0,12988.0
audi,A6,black,2018,286.0,Automatic,Diesel,5.8,150.0,51600.0,46500.0
land-rover,Land Rover Range Rover Evoque,white,2018,179.0,Automatic,Diesel,5.8,139.0,61032.0,36980.0
bmw,730,black,2011,245.0,Automatic,Diesel,6.9,139.0,142000.0,6950.0
ford,F 150,red,2017,328.0,Automatic,Petrol,5.8,139.0,75000.0,36990.0
audi,A5,red,2019,190.0,Automatic,Petrol,5.9,139.0,73000.0,27500.0
hyundai,i30,grey,2011,109.0,Manual,Petrol,5.8,139.0,157000.0,4750.0
audi,A5,white,2016,190.0,Automatic,Diesel,4.9,130.0,195000.0,15950.0
maserati,GranTurismo,black,2019,460.0,Automatic,Petrol,14.3,139.0,24949.0,119979.0
ford,Tourneo Connect,red,2019,101.0,Unknown,Petrol,5.9,135.0,55000.0,19500.0
audi,A6,white,2014,204.0,Automatic,Diesel,5.8,154.0,227000.0,17990.0
bmw,420,white,2015,190.0,Automatic,Diesel,4.3,139.0,164000.0,24200.0
land-rover,Land Rover Range Rover Evoque,white,2019,241.0,Automatic,Diesel,6.2,163.0,61000.0,43000.0
bentley,Continental GTC,black,2020,635.0,Automatic,Petrol,5.8,139.0,33000.0,259900.0
bentley,Continental,red,2023,551.0,Automatic,Petrol,11.3,139.0,1923.0,289870.0
dacia,Sandero,white,2018,90.0,Manual,Petrol,5.5,130.0,45750.0,9285.0
audi,A6 allroad,white,2020,349.0,Automatic,Diesel,6.4,168.0,80000.0,52480.0
ferrari,F430,black,2011,510.0,Automatic,Unknown,5.8,139.0,12900.0,455000.0
ford,Tourneo Custom,silver,2023,150.0,Manual,Diesel,7.8,195.0,15.0,49450.0
bmw,330,blue,2011,245.0,Manual,Diesel,6.3,167.0,230000.0,8999.0
bmw,118,grey,2009,143.0,Manual,Petrol,6.1,143.0,235000.0,4499.0
audi,S4,grey,2020,347.0,Automatic,Diesel,6.3,186.0,42750.0,50749.0
lamborghini,Murciélago,grey,2005,581.0,Manual,Petrol,5.8,139.0,38577.0,400000.0
mazda,MX-5,grey,2017,131.0,Manual,Petrol,5.9,140.0,77000.0,18990.0
citroen,Berlingo,black,2023,131.0,Manual,Diesel,4.4,117.0,50.0,31500.0
ford,Kuga,black,2021,224.0,Unknown,Hybrid,1.2,120.0,24500.0,36990.0
kia,Stinger,silver,2023,366.0,Automatic,Petrol,10.4,238.0,1000.0,59695.0
honda,Civic,grey,2017,129.0,Manual,Petrol,5.1,117.0,71361.0,16969.0
bmw,320,grey,2007,150.0,Manual,Petrol,7.4,139.0,240000.0,6000.0
ford,Mondeo,blue,2021,190.0,Automatic,Diesel,4.8,127.0,20425.0,31950.0
ford,Focus,blue,2023,125.0,Manual,Petrol,6.0,138.0,1500.0,27900.0
land-rover,Land Rover Range Rover Evoque,grey,2019,179.0,Automatic,Diesel,6.6,139.0,18000.0,39990.0
bmw,X3,silver,2012,184.0,Manual,Petrol,7.9,187.0,95000.0,9490.0
ford,Kuga,black,2016,150.0,Manual,Petrol,6.2,147.0,90000.0,13990.0
ford,Mondeo,grey,2017,150.0,Manual,Diesel,6.0,156.0,234000.0,12200.0
ford,S-Max,black,2017,179.0,Automatic,Diesel,5.0,129.0,85349.0,21980.0
ford,Focus,grey,2018,182.0,Manual,Petrol,5.6,128.0,50800.0,21290.0
alfa-romeo,Alfa Romeo Giulietta,red,2012,140.0,Manual,Diesel,4.5,119.0,189000.0,7490.0
jaguar,XF,black,2017,179.0,Automatic,Diesel,4.3,114.0,82000.0,21990.0
bmw,240,grey,2018,340.0,Automatic,Petrol,7.4,167.0,9500.0,40999.0
audi,A4,blue,2015,245.0,Automatic,Diesel,5.9,156.0,175000.0,17880.0
ford,Transit Connect,yellow,2018,101.0,Manual,Diesel,5.8,139.0,64500.0,16799.0
kia,Picanto,black,2009,65.0,Automatic,Petrol,6.1,145.0,79900.0,5650.0
ford,Transit Custom,black,2022,185.0,Automatic,Diesel,6.7,174.0,17560.0,47290.0
fiat,Grande Punto,black,2009,77.0,Manual,Petrol,5.9,139.0,136761.0,3950.0
bmw,Z3,black,1999,150.0,Manual,Petrol,9.2,139.0,143600.0,14000.0
mazda,CX-3,grey,2019,121.0,Automatic,Petrol,6.1,140.0,74300.0,17980.0
ford,Ranger,black,2019,200.0,Automatic,Diesel,8.8,231.0,135000.0,27790.0
fiat,500,grey,2021,69.0,Manual,Petrol,4.1,139.0,11629.0,16590.0
land-rover,Land Rover Range Rover Velar,white,2023,404.0,Automatic,Hybrid,2.3,120.0,4900.0,80999.0
aston-martin,Aston Martin Vanquish,black,2017,604.0,Automatic,Petrol,5.8,139.0,46733.0,185900.0
audi,A6,black,2013,313.0,Automatic,Diesel,6.4,170.0,111500.0,23980.0
citroen,Jumpy,grey,2023,144.0,Manual,Diesel,5.1,143.0,2.0,38949.0
bmw,320,blue,2008,170.0,Manual,Petrol,6.9,164.0,220000.0,8855.0
ford,Kuga,black,2023,150.0,Manual,Petrol,6.6,146.0,20.0,35790.0
dacia,Sandero,grey,2022,101.0,Manual,LPG,5.8,131.0,15.0,19485.0
ford,B-Max,grey,2017,101.0,Manual,Petrol,4.9,114.0,9676.0,12690.0
mazda,CX-5,red,2014,160.0,Manual,Petrol,6.0,155.0,104495.0,17490.0
bmw,525,black,2014,218.0,Automatic,Diesel,4.7,139.0,222800.0,14950.0
fiat,500,black,2013,69.0,Manual,Petrol,5.1,121.0,74300.0,8900.0
ford,Focus,white,2019,120.0,Manual,Diesel,3.6,95.0,122000.0,12799.0
bmw,Z3,silver,1996,140.0,Manual,Petrol,8.0,189.0,129200.0,12000.0
ford,EcoSport,silver,2019,125.0,Manual,Petrol,5.3,119.0,56741.0,16969.0
bmw,116,white,2015,109.0,Manual,Petrol,5.3,123.0,62000.0,14550.0
bmw,530,blue,2019,265.0,Automatic,Diesel,5.2,138.0,81000.0,35900.0
bmw,X1,black,2012,163.0,Manual,Diesel,4.5,119.0,189500.0,9500.0
bmw,320,blue,2007,170.0,Manual,Petrol,6.9,164.0,99950.0,11950.0
ford,Kuga,black,2022,190.0,Automatic,Diesel,5.8,139.0,9900.0,35980.0
ford,EcoSport,black,2017,125.0,Manual,Petrol,5.4,125.0,71388.0,14650.0
dacia,Duster,grey,2018,109.0,Automatic,Diesel,4.5,116.0,83000.0,8999.0
bmw,530,blue,2019,184.0,Automatic,Hybrid,2.1,120.0,129890.0,24940.0
dacia,Sandero,blue,2018,90.0,Manual,Petrol,5.5,115.0,71000.0,12700.0
citroen,C5,grey,2012,111.0,Manual,Diesel,5.0,129.0,183000.0,5600.0
ford,Fiesta,white,2013,101.0,Manual,Petrol,4.5,107.0,81910.0,7800.0
bmw,X5,black,2022,286.0,Automatic,Diesel,6.2,164.0,12300.0,77900.0
ford,Mondeo,black,2018,150.0,Automatic,Diesel,5.0,131.0,110800.0,17890.0
kia,XCeed,brown,2021,136.0,Automatic,Diesel,4.4,132.0,28960.0,24980.0
audi,A1,black,2018,95.0,Manual,Petrol,4.4,102.0,77100.0,15390.0
hyundai,KONA Elektro,white,2023,136.0,Automatic,Electric,5.8,0.0,50.0,35490.0
citroen,C4 SpaceTourer,white,2018,163.0,Automatic,Diesel,4.7,124.0,79600.0,24470.0
audi,Q5,grey,2015,179.0,Manual,Petrol,7.5,178.0,107590.0,23899.0
audi,A4,silver,2019,190.0,Automatic,Diesel,4.6,143.0,65175.0,26990.0
kia,Sportage,white,2020,132.0,Manual,Petrol,6.9,139.0,36000.0,19500.0
ford,Focus,silver,2014,125.0,Manual,Petrol,5.1,117.0,112582.0,6750.0
dacia,Sandero,orange,2023,91.0,Manual,Petrol,5.6,132.0,100.0,18940.0
hyundai,i30,blue,2019,99.0,Manual,Petrol,5.8,139.0,56000.0,15970.0
jeep,Cherokee,black,2019,200.0,Automatic,Diesel,5.7,151.0,100000.0,22999.0
audi,A4,silver,2004,131.0,Automatic,Petrol,8.0,139.0,159000.0,1000.0
audi,A4,grey,2004,190.0,Manual,Petrol,8.5,139.0,156000.0,6900.0
ford,S-Max,white,2016,150.0,Automatic,Diesel,5.2,134.0,74821.0,22998.0
audi,A3,silver,2011,105.0,Manual,Petrol,5.5,127.0,196560.0,3999.0
ford,Focus,blue,2020,150.0,Automatic,Diesel,4.3,112.0,36423.0,19550.0
ford,Fiesta,grey,2016,125.0,Manual,Petrol,4.3,99.0,61700.0,10990.0
bmw,X1,blue,2010,177.0,Manual,Diesel,5.3,139.0,182552.0,9900.0
bmw,325,black,2006,218.0,Manual,Petrol,8.4,203.0,34755.0,18500.0
audi,A3,black,2007,102.0,Automatic,Petrol,5.8,139.0,116000.0,9650.0
ford,Explorer,white,2023,363.0,Automatic,Hybrid,5.8,120.0,2030.0,75490.0
bmw,125,white,2013,218.0,Automatic,Petrol,8.3,194.0,102750.0,18800.0
bentley,Bentayga,red,2021,549.0,Automatic,Petrol,12.0,139.0,9000.0,248500.0
bmw,520,white,2012,184.0,Automatic,Diesel,4.9,129.0,177630.0,14000.0
ford,Kuga,blue,2014,179.0,Manual,Diesel,5.2,138.0,152000.0,13999.0
dacia,Sandero,white,2023,91.0,Manual,LPG,4.9,113.0,10.0,17145.0
land-rover,Land Rover Range Rover Evoque,black,2020,241.0,Automatic,Diesel,5.6,149.0,74680.0,44860.0
audi,TT,black,2003,179.0,Manual,Petrol,8.1,194.0,100000.0,5000.0
audi,A6,grey,2006,179.0,Manual,Diesel,7.0,187.0,318000.0,4000.0
citroen,Berlingo,black,2022,102.0,Manual,Diesel,5.5,144.0,1000.0,20180.0
bmw,320,silver,2020,190.0,Automatic,Diesel,4.4,115.0,76204.0,31498.0
dacia,Logan,white,2021,101.0,Manual,LPG,6.0,135.0,42040.0,14200.0
maserati,Levante,white,2022,330.0,Automatic,Hybrid,5.8,120.0,19000.0,84990.0
audi,A7,white,2015,333.0,Automatic,Petrol,7.6,180.0,65000.0,39999.0
ford,Edge,red,2019,190.0,Manual,Diesel,5.8,184.0,51184.0,30480.0
audi,A3,red,2020,150.0,Automatic,Petrol,5.1,117.0,57000.0,23890.0
jaguar,F-Pace,white,2018,250.0,Automatic,Petrol,7.4,170.0,47917.0,37959.0
ferrari,F8 Tributo,red,2021,721.0,Automatic,Petrol,5.8,139.0,8000.0,319950.0
audi,A5,grey,2019,190.0,Automatic,Diesel,4.5,119.0,205440.0,22999.0
fiat,Grande Punto,blue,2005,65.0,Manual,Petrol,5.9,140.0,168000.0,1750.0
ford,Focus,silver,2005,90.0,Manual,Diesel,4.7,125.0,142000.0,750.0
bmw,X1,grey,2017,190.0,Automatic,Diesel,4.9,129.0,87129.0,24930.0
land-rover,Land Rover Range Rover Velar,grey,2019,551.0,Automatic,Petrol,11.8,139.0,70600.0,77980.0
audi,Q5,white,2016,150.0,Manual,Diesel,4.9,129.0,101000.0,21100.0
bmw,114,blue,2015,102.0,Manual,Petrol,5.7,135.0,26574.0,13990.0
dacia,Dokker,white,2013,83.0,Manual,Petrol,7.5,175.0,127000.0,13900.0
audi,A4,silver,2004,163.0,Manual,Petrol,8.5,204.0,221000.0,3999.0
audi,A7,black,2015,320.0,Automatic,Diesel,6.1,162.0,120000.0,35490.0
bmw,318,black,1996,116.0,Manual,Petrol,8.0,189.0,88000.0,10500.0
ford,Transit,white,2018,156.0,Manual,Diesel,5.8,139.0,263000.0,15000.0
mazda,3,silver,2010,105.0,Manual,Petrol,6.5,154.0,78000.0,7700.0
audi,A1,white,2014,86.0,Manual,Petrol,5.1,116.0,64158.0,11780.0
hyundai,SANTA FE,grey,2014,197.0,Automatic,Diesel,6.8,178.0,130000.0,18990.0
ford,Fiesta,grey,2023,200.0,Manual,Petrol,6.7,153.0,15.0,30990.0
ferrari,F8 Tributo,silver,2021,721.0,Automatic,Petrol,5.8,139.0,4200.0,399900.0
hyundai,KONA,grey,2020,136.0,Automatic,Electric,5.8,0.0,28000.0,27900.0
ford,Puma,red,2023,125.0,Manual,Petrol,6.0,135.0,15.0,26490.0
ford,Focus,black,2007,125.0,Manual,Petrol,7.0,167.0,184000.0,2950.0
citroen,Berlingo,grey,2018,131.0,Automatic,Diesel,4.5,118.0,94662.0,21850.0
jeep,Renegade,white,2017,110.0,Manual,Petrol,6.5,139.0,45000.0,11999.0
ford,Transit,white,2007,86.0,Manual,Diesel,5.8,139.0,259000.0,4890.0
ford,Ranger,grey,2023,205.0,Automatic,Diesel,8.8,230.0,15.0,53990.0
audi,A6,silver,2020,231.0,Automatic,Diesel,5.9,155.0,149895.0,28950.0
aston-martin,Aston Martin V8,grey,2020,510.0,Automatic,Petrol,10.3,236.0,30500.0,139900.0
citroen,C1,white,2016,69.0,Manual,Petrol,4.1,139.0,73800.0,6200.0
ford,Transit Custom,white,2012,101.0,Manual,Diesel,6.5,172.0,141000.0,15498.0
ford,Fiesta,red,2020,75.0,Manual,Petrol,5.6,127.0,40000.0,13788.0
kia,Soul,white,2019,110.0,Automatic,Electric,5.8,0.0,81700.0,17590.0
bmw,520,silver,2019,190.0,Automatic,Diesel,4.5,118.0,64226.0,36480.0
audi,Q3,orange,2022,200.0,Automatic,Diesel,5.8,139.0,10959.0,47276.0
ford,Kuga,blue,2015,179.0,Manual,Diesel,5.2,138.0,127500.0,14950.0
ford,Mustang,red,2019,450.0,Manual,Petrol,12.4,139.0,40989.0,44799.0
audi,R8,white,2016,610.0,Automatic,Petrol,12.3,139.0,27874.0,159999.0
ford,Fiesta,white,2018,101.0,Unknown,Petrol,4.3,97.0,117050.0,10980.0
jeep,Compass,white,2018,140.0,Manual,Petrol,6.2,143.0,214000.0,12850.0
jeep,Cherokee,black,2017,140.0,Manual,Diesel,5.3,140.0,198000.0,16400.0
bmw,M6,brown,2015,600.0,Automatic,Petrol,10.3,236.0,83900.0,59999.0
ford,S-Max,black,2015,120.0,Manual,Diesel,5.0,139.0,109900.0,17000.0
fiat,500,blue,2023,69.0,Manual,Petrol,4.6,105.0,20.0,16980.0
audi,A4,silver,2020,190.0,Automatic,Diesel,5.3,139.0,93642.0,29750.0
bmw,Z4,black,2010,204.0,Automatic,Petrol,8.9,207.0,149000.0,18885.0
kia,Sportage,blue,2022,150.0,Manual,Petrol,6.3,144.0,15226.0,29490.0
citroen,Jumper,white,2017,163.0,Manual,Diesel,5.8,139.0,178218.0,15000.0
audi,A4,grey,2017,190.0,Automatic,Diesel,4.1,106.0,84999.0,23900.0
bmw,316,grey,2004,116.0,Manual,Petrol,7.0,170.0,224832.0,2999.0
land-rover,Land Rover Range Rover Velar,black,2020,300.0,Automatic,Diesel,5.8,173.0,50600.0,52250.0
ford,Mondeo,blue,2017,239.0,Automatic,Petrol,7.6,176.0,58063.0,20900.0
audi,A3,blue,2018,150.0,Manual,Diesel,4.4,111.0,52552.0,24360.0
dacia,Sandero,black,2019,95.0,Manual,Diesel,3.9,103.0,63300.0,13470.0
hyundai,SANTA FE,white,2016,200.0,Automatic,Diesel,6.6,174.0,64700.0,23700.0
land-rover,Land Rover Range Rover Velar,black,2020,300.0,Automatic,Diesel,6.6,173.0,30700.0,64950.0
dodge,RAM,grey,2022,401.0,Automatic,LPG,15.3,135.0,37630.0,66800.0
bmw,120,grey,2015,190.0,Automatic,Diesel,4.1,139.0,173000.0,16800.0
